"Level","ICAO","STAR","Transition","Runway","Seq","Waypoint","DatabaseAltitude","RealAltitude","DatabaseSpeed","RealSpeed","AltitudeCompare","SpeedCompare","Notes","Source"
"14","LSZH","BLM2G","GIPOL","34","4","GIPOL","AT OR ABOVE 7000","AT OR ABOVE 7000","(none)","(none)","Yes","Yes (both none)","GIPOL 7000","LSZH STAR GIPOL / ILS 34"
"14","LSZH","BLM2G","GIPOL","34","5","KLO","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","KLO 6000","LSZH ILS 34"
"14","LSZH","BLM2G","GIPOL","34","6","ZH726","AT 6000","AT 6000","(none)","(none)","Yes","Yes (both none)","Intermediate 6000","LSZH"
"14","LSZH","BLM2G","GIPOL","34","7","UTIXO","AT 5000","AT 5000","(none)","(none)","Yes","Yes (both none)","Intermediate 5000","LSZH"
"14","LSZH","BLM2G","GIPOL","34","8","MILNI","AT 1458","AT 2710","(none)","(none)","No","Yes (both none)","ILS 34 GS D3.8 ~2710, not 1458","Jepp ILS DME 34"
"14","LSZH","BLM2G","GIPOL","34","9","RW24","(none)","THR 1388 (RWY 34)","(none)","(none)","Missing in DB","Yes (both none)","Zurich has no RW24. ILS 34 ident IZS 110.75. THR 34 = 1388","LSZH AIP / Level Info RW 34"
"15","LEBL","VERDB","VIBIM","02","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"15","LEBL","VERDB","VIBIM","02","2","VERSO","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry","LEBL VER STAR"
"15","LEBL","VERDB","VIBIM","02","3","BL038","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","LEBL"
"15","LEBL","VERDB","VIBIM","02","4","BL012","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","LEBL"
"15","LEBL","VERDB","VIBIM","02","5","VIBIM","BETWEEN 4000-7000 (C instead of A/B)","BETWEEN 4000-7000","(none)","(none)","Yes","Yes (both none)","VIBIM window 4000-7000","LEBL VIBIM trans"
"15","LEBL","VERDB","VIBIM","02","6","INTC","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Radar intercept","LEBL"
"15","LEBL","VERDB","VIBIM","02","7","SANIS","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","ILS 02 intercept 2000","LEBL ILS 02"
"15","LEBL","VERDB","VIBIM","02","8","DM06A","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","GS / FAF 2000","LEBL ILS 02"
"15","LEBL","VERDB","VIBIM","02","9","RW02","AT 57","THR 12","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 12","AIP LEBL"
"16","LEBL","BIS2DD","LESBA","25R","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"16","LEBL","BIS2DD","LESBA","25R","2","BISBA","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry","LEBL BIS STAR"
"16","LEBL","BIS2DD","LESBA","25R","3","BGR","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","BGR VOR","LEBL"
"16","LEBL","BIS2DD","LESBA","25R","4","BL045","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","LEBL"
"16","LEBL","BIS2DD","LESBA","25R","5","XAMUR","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","LEBL"
"16","LEBL","BIS2DD","LESBA","25R","6","D0970","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Radial/DME","LEBL"
"16","LEBL","BIS2DD","LESBA","25R","7","LESBA","AT OR ABOVE 4000","AT OR ABOVE 4000","(none)","(none)","Yes","Yes (both none)","LESBA 4000+","LEBL LESBA trans"
"16","LEBL","BIS2DD","LESBA","25R","8","SLL-16","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","SLL 16 DME","LEBL"
"16","LEBL","BIS2DD","LESBA","25R","9","TEBLA","AT OR ABOVE 2300","AT OR ABOVE 2300","(none)","(none)","Yes","Yes (both none)","TEBLA 2300+","LEBL ILS 25R"
"16","LEBL","BIS2DD","LESBA","25R","10","CI25R","AT 2300","AT 2300","(none)","(none)","Yes","Yes (both none)","ILS 25R intercept 2300","LEBL ILS 25R"
"16","LEBL","BIS2DD","LESBA","25R","11","FU25R","AT 1351","AT 1351","(none)","(none)","Yes","Yes (both none)","GS / FAF","LEBL ILS 25R"
"16","LEBL","BIS2DD","LESBA","25R","12","RW25R","AT 60","THR 12","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 12","AIP LEBL"
"17","EBBR","ARVO2A","KERKY","02","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"17","EBBR","ARVO2A","KERKY","02","2","ARVOL","(none)","(none)","MAX 250","MAX 250","Yes (both none)","Yes","STAR speed 250; no ARVOL altitude","EBBR ARVO STAR"
"17","EBBR","ARVO2A","KERKY","02","3","AKOVI","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","EBBR"
"17","EBBR","ARVO2A","KERKY","02","4","RODRI","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","EBBR"
"17","EBBR","ARVO2A","KERKY","02","5","KERKY","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","KERKY trans; altitude ATC","EBBR"
"17","EBBR","ARVO2A","KERKY","02","6","AFI","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","AFI VOR","EBBR"
"17","EBBR","ARVO2A","KERKY","02","7","AFI-12","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","AFI 12 DME","EBBR"
"17","EBBR","ARVO2A","KERKY","02","8","NIVOR","AT OR ABOVE 2000","AT OR ABOVE 2000","(none)","(none)","Yes","Yes (both none)","NIVOR 2000+","EBBR ILS 02"
"17","EBBR","ARVO2A","KERKY","02","9","HUL-11","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","HUL 11 DME","EBBR"
"17","EBBR","ARVO2A","KERKY","02","10","CF02","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","ILS 02 intercept 2000","EBBR ILS 02"
"17","EBBR","ARVO2A","KERKY","02","11","OM02","AT 1430","AT 1430","(none)","(none)","Yes","Yes (both none)","OM / GS","EBBR ILS 02"
"17","EBBR","ARVO2A","KERKY","02","12","RW02","AT 233","THR 184","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 184","AIP EBBR"
"18","EBBR","TULN3B","FLO","25R","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"18","EBBR","TULN3B","FLO","25R","2","TULNI","(none)","(none)","MAX 250","MAX 250","Yes (both none)","Yes","STAR speed 250","EBBR TULN STAR"
"18","EBBR","TULN3B","FLO","25R","3","CIV","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","CIV VOR","EBBR"
"18","EBBR","TULN3B","FLO","25R","4","HUL","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","HUL NDB","EBBR"
"18","EBBR","TULN3B","FLO","25R","5","FLO","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","FLO trans","EBBR"
"18","EBBR","TULN3B","FLO","25R","6","FLO-10","AT OR ABOVE 2000","AT OR ABOVE 2000","(none)","(none)","Yes","Yes (both none)","FLO 10 DME 2000+","EBBR ILS 25R"
"18","EBBR","TULN3B","FLO","25R","7","INTC","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Radar intercept","EBBR"
"18","EBBR","TULN3B","FLO","25R","8","CF25R","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","ILS 25R intercept 2000","EBBR ILS 25R"
"18","EBBR","TULN3B","FLO","25R","9","OM25R","AT 1400","AT 1400","(none)","(none)","Yes","Yes (both none)","OM / GS","EBBR ILS 25R"
"18","EBBR","TULN3B","FLO","25R","10","RW25R","AT 160","THR 160","(none)","(none)","Yes (THR close)","Yes (both none)","THR 25R ~160; AD elev 184","AIP EBBR"
"19","LOWW","GIGOW1W","PES2K","11","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"19","LOWW","GIGOW1W","PES2K","11","2","GIGOR","AT OR BELOW 16000","AT OR BELOW FL160","MAX 250","MAX 250","Yes","Yes","GIGOR 1W: at or below FL160; SLP 250","Jepp GIGOR 1W / Austro Control"
"19","LOWW","GIGOW1W","PES2K","11","3","PESAT","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","PESAT A6000+","Austro Control LOWW STAR coding"
"19","LOWW","GIGOW1W","PES2K","11","4","WW841","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","Older PESAT 11 transition 6000+","vACC Austria trans 11 (older WW numbers)"
"19","LOWW","GIGOW1W","PES2K","11","5","WW843","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","Older trans 6000+","vACC Austria"
"19","LOWW","GIGOW1W","PES2K","11","6","WW844","AT OR ABOVE 5000","AT OR ABOVE 5000","(none)","(none)","Yes","Yes (both none)","Older trans 5000+","vACC Austria"
"19","LOWW","GIGOW1W","PES2K","11","7","WW845","AT OR ABOVE 5000","AT OR ABOVE 5000","(none)","(none)","Yes","Yes (both none)","Older trans 5000+","vACC Austria"
"19","LOWW","GIGOW1W","PES2K","11","8","WW846","AT OR ABOVE 5000","AT OR ABOVE 5000","(none)","(none)","Yes","Yes (both none)","Older trans 5000+","vACC Austria"
"19","LOWW","GIGOW1W","PES2K","11","9","WW813","AT OR ABOVE 5000","AT OR ABOVE 5000","(none)","(none)","Yes","Yes (both none)","Older trans 5000+","vACC Austria"
"19","LOWW","GIGOW1W","PES2K","11","10","WW812","AT OR ABOVE 5000","AT OR ABOVE 5000","(none)","(none)","Yes","Yes (both none)","Older trans 5000+","vACC Austria"
"19","LOWW","GIGOW1W","PES2K","11","11","WW811","AT OR ABOVE 5000","AT OR ABOVE 5000","(none)","(none)","Yes","Yes (both none)","Older trans 5000+","vACC Austria"
"19","LOWW","GIGOW1W","PES2K","11","12","WW919","AT OR ABOVE 3400","AT OR ABOVE 3400","(none)","(none)","Yes","Yes (both none)","IF 3400+","LOWW ILS 11"
"19","LOWW","GIGOW1W","PES2K","11","13","CI11X","AT 3400","AT 3400","(none)","(none)","Yes","Yes (both none)","ILS 11 intercept 3400","LOWW ILS 11"
"19","LOWW","GIGOW1W","PES2K","11","14","36DME","AT 1765","AT 1765","(none)","(none)","Yes","Yes (both none)","GS / FAF","LOWW ILS 11"
"19","LOWW","GIGOW1W","PES2K","11","15","RW11","AT 624","THR 600","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 600","AIP LOWW"
"20","LOWW","LANU5W","NER2V","34","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"20","LOWW","LANU5W","NER2V","34","2","LANUX","AT OR BELOW 15000","AT OR BELOW FL150","(none)","(none)","Yes","Yes (both none)","LANUX F150-","Austro Control LOWW STAR coding 2026"
"20","LOWW","LANU5W","NER2V","34","3","NERDU","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","NERDU A6000+","Austro Control LOWW STAR"
"20","LOWW","LANU5W","NER2V","34","4","WW925","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","NER trans 6000+","LOWW RNAV trans 34"
"20","LOWW","LANU5W","NER2V","34","5","WW926","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","NER trans 6000+","LOWW"
"20","LOWW","LANU5W","NER2V","34","6","WW927","AT OR ABOVE 4000","AT OR ABOVE 4000","(none)","(none)","Yes","Yes (both none)","NER trans 4000+","LOWW"
"20","LOWW","LANU5W","NER2V","34","7","WW924","AT OR ABOVE 4000","AT OR ABOVE 4000","(none)","(none)","Yes","Yes (both none)","NER trans 4000+","LOWW"
"20","LOWW","LANU5W","NER2V","34","8","WW834","AT OR ABOVE 3000","AT OR ABOVE 3000","(none)","(none)","Yes","Yes (both none)","IF 3000+","LOWW ILS 34"
"20","LOWW","LANU5W","NER2V","34","9","CI34","AT 3000","AT 3000","(none)","(none)","Yes","Yes (both none)","ILS 34 intercept 3000","LOWW ILS 34"
"20","LOWW","LANU5W","NER2V","34","10","OM34","AT 2004","AT 2004","(none)","(none)","Yes","Yes (both none)","OM / GS","LOWW ILS 34"
"20","LOWW","LANU5W","NER2V","34","11","RW34","AT 647","THR 600","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 600","AIP LOWW"
"21","LTFJ","GELG1G","ASDEV","06","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"21","LTFJ","GELG1G","ASDEV","06","2","GELBU","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry; no published min in game AIRAC name","LTFJ GELG STAR"
"21","LTFJ","GELG1G","ASDEV","06","3","TURKO","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","4","FJ510","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","5","FJ511","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","6","FJ512","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","7","FJ513","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","8","BUKED","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","9","FJ515","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","10","FJ516","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","11","FJ517","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","12","FJ518","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","13","FJ519","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","14","DISC","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Discontinuity / radar","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","15","ASDEV","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","ASDEV trans","LTFJ"
"21","LTFJ","GELG1G","ASDEV","06","16","CI06","(none)","AT 3000","(none)","(none)","Missing in DB","Yes (both none)","Current ILS 06R: intercept LLZ at IF, not below 3000","DHMI LTFJ IAC 15"
"21","LTFJ","GELG1G","ASDEV","06","17","FI06","(none)","AT 3000","(none)","(none)","Missing in DB","Yes (both none)","GP intercept at FAP ~10.5 DME on 3000 platform","DHMI LTFJ IAC 15"
"21","LTFJ","GELG1G","ASDEV","06","18","RW06","(none)","THR 270","(none)","(none)","Missing in DB","Yes (both none)","THR 06R 270; AD elev 312","DHMI / AIP LTFJ"
"22","LTFJ","TETS1H","BEMKA","24","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"22","LTFJ","TETS1H","BEMKA","24","2","TETSA","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry","LTFJ TETS STAR"
"22","LTFJ","TETS1H","BEMKA","24","3","PABDO","AT 14000","AT 14000","MAX 250","MAX 250","Yes","Yes","TETS arrival step FL140 / 250","LTFJ TETS1H"
"22","LTFJ","TETS1H","BEMKA","24","4","PAZAR","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","LTFJ"
"22","LTFJ","TETS1H","BEMKA","24","5","MEBOV","AT 9000","AT 9000","MAX 220","MAX 220","Yes","Yes","TETS arrival 9000 / 220","LTFJ TETS1H"
"22","LTFJ","TETS1H","BEMKA","24","6","FJ931","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"22","LTFJ","TETS1H","BEMKA","24","7","FJ932","AT 5000","AT 5000","(none)","(none)","Yes","Yes (both none)","Downwind 5000","LTFJ"
"22","LTFJ","TETS1H","BEMKA","24","8","FJ933","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"22","LTFJ","TETS1H","BEMKA","24","9","FJ934","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"22","LTFJ","TETS1H","BEMKA","24","10","FJ935","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","RNAV track","LTFJ"
"22","LTFJ","TETS1H","BEMKA","24","11","DISC","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Discontinuity / radar","LTFJ"
"22","LTFJ","TETS1H","BEMKA","24","12","BEMKA","AT OR ABOVE 3500","AT OR ABOVE 3500","(none)","(none)","Yes","Yes (both none)","BEMKA 3500+","LTFJ ILS 24"
"22","LTFJ","TETS1H","BEMKA","24","13","CI24","AT 3500","AT 3500","(none)","(none)","Yes","Yes (both none)","ILS 24 intercept 3500","LTFJ ILS 24 / IAC MSA 3500"
"22","LTFJ","TETS1H","BEMKA","24","14","FI24","AT 1800","AT 1800","(none)","(none)","Yes","Yes (both none)","3 deg FAF ~1800 (THR ~290). Some IAC versions show higher FAF","LTFJ ILS 24 profile"
"22","LTFJ","TETS1H","BEMKA","24","15","RW24","AT 354","THR 289","(none)","(none)","No (THR vs DB)","Yes (both none)","AD elev 312","AIP LTFJ"
"23","VTBS","CABI1B","LASER","01L","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"23","VTBS","CABI1B","LASER","01L","2","CABIN","AT OR ABOVE 9000","AT OR ABOVE 9000","MAX 240","MAX 240","Yes","Yes","CABIN 1B: 9000+ MAX 240","Jepp CABIN 1B STAR"
"23","VTBS","CABI1B","LASER","01L","3","BS652","AT OR ABOVE 7000","AT OR ABOVE 7000","MAX 210","MAX 210","Yes","Yes","Next fix 7000+ MAX 210","Jepp CABIN 1B"
"23","VTBS","CABI1B","LASER","01L","4","BS651","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","6000+","Jepp CABIN 1B"
"23","VTBS","CABI1B","LASER","01L","5","BYLON","AT OR ABOVE 4000","AT OR ABOVE 4000","(none)","(none)","Yes","Yes (both none)","4000+","Jepp CABIN 1B"
"23","VTBS","CABI1B","LASER","01L","6","SHEEN","AT OR ABOVE 2000","AT OR ABOVE 2000","(none)","(none)","Yes","Yes (both none)","2000+","Jepp CABIN 1B"
"23","VTBS","CABI1B","LASER","01L","7","LASER","AT OR ABOVE 2000","AT OR ABOVE 2000","(none)","MIN 170","Yes","Missing in DB","2000+; MIN 170 on some legs","Jepp CABIN 1B"
"23","VTBS","CABI1B","LASER","01L","8","LEVIN","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","IF / 2000","VTBS ILS 01"
"23","VTBS","CABI1B","LASER","01L","9","FI09L","AT 1290","AT 1290 (FI01L)","(none)","(none)","Yes","Yes (both none)","GS FAF ~1290. Chart name is FI01L not FI09L","VTBS ILS 01L"
"23","VTBS","CABI1B","LASER","01L","10","RW01L","AT 5","THR 5","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 5","AIP VTBS"
"24","VTBS","SILV1B","LYNDA","19L","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"24","VTBS","SILV1B","LYNDA","19L","2","SILVA","AT OR ABOVE 9000","AT OR ABOVE 9000","(none)","MAX 240","Yes","Missing in DB","SILVA 1B: 9000+ MAX 240","Jepp SILVA 1B STAR"
"24","VTBS","SILV1B","LYNDA","19L","3","BAKKE","AT 7000","AT OR ABOVE 7000","MAX 240","MAX 210","Yes","No","BAKKE 7000+ MAX 210 (240 belongs to SILVA)","Jepp SILVA 1B"
"24","VTBS","SILV1B","LYNDA","19L","4","PETER","AT OR ABOVE 4000","AT OR ABOVE 4000","MAX 210","MAX 210","Yes","Yes","PETER 4000+ / 210","Jepp SILVA 1B"
"24","VTBS","SILV1B","LYNDA","19L","5","ROBIN","AT OR ABOVE 2000","AT OR ABOVE 2000","(none)","(none)","Yes","Yes (both none)","2000+","Jepp SILVA 1B"
"24","VTBS","SILV1B","LYNDA","19L","6","LYNDA","AT OR ABOVE 2000","AT OR ABOVE 2000","(none)","(none)","Yes","Yes (both none)","2000+","Jepp SILVA 1B"
"24","VTBS","SILV1B","LYNDA","19L","7","LEMON","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","IF 2000","VTBS ILS 19L"
"24","VTBS","SILV1B","LYNDA","19L","8","FI19L","AT 1300","AT 1300","(none)","(none)","Yes","Yes (both none)","GS FAF ~1300","VTBS ILS 19L"
"24","VTBS","SILV1B","LYNDA","19L","9","RW19L","AT 55","THR 5","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 5","AIP VTBS"
"25","WADD","GAGA1B","BENOA","27","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"25","WADD","GAGA1B","BENOA","27","2","GAGAK","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry","WADD GAGA STAR"
"25","WADD","GAGA1B","BENOA","27","3","KEDAT","AT 7000","AT 7000","(none)","(none)","Yes","Yes (both none)","KEDAT 7000","WADD GAGA1B"
"25","WADD","GAGA1B","BENOA","27","4","BENOA","AT OR ABOVE 3000","AT OR ABOVE 3000","(none)","(none)","Yes","Yes (both none)","BENOA 3000+","WADD BENOA trans"
"25","WADD","GAGA1B","BENOA","27","5","97DME","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","ILS intercept 2000","WADD ILS 27"
"25","WADD","GAGA1B","BENOA","27","6","62DME","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","GS / FAF 2000","WADD ILS 27"
"25","WADD","GAGA1B","BENOA","27","7","RW27","AT 62","THR 14","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 14","AIP WADD"
"26","WIII","CARLI2","NOKTA","07R","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"26","WIII","CARLI2","NOKTA","07R","2","CARLI","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry","WIII CARLI STAR"
"26","WIII","CARLI2","NOKTA","07R","3","DKI44","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DKI 44 DME","WIII"
"26","WIII","CARLI2","NOKTA","07R","4","NOKTA","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","NOKTA trans; altitude ATC","WIII"
"26","WIII","CARLI2","NOKTA","07R","5","DKI28","AT OR ABOVE 6000","AT OR ABOVE 6000","(none)","(none)","Yes","Yes (both none)","DKI 28 DME 6000+","WIII CARLI/NOKTA"
"26","WIII","CARLI2","NOKTA","07R","6","DKI-42","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","DKI radial","WIII"
"26","WIII","CARLI2","NOKTA","07R","7","INTC","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Radar intercept","WIII"
"26","WIII","CARLI2","NOKTA","07R","8","CF07R","AT 3000","AT 3000","(none)","(none)","Yes","Yes (both none)","ILS 07R intercept 3000","WIII ILS 07R"
"26","WIII","CARLI2","NOKTA","07R","9","OM07R","AT 1693","AT 1693","(none)","(none)","Yes","Yes (both none)","OM / GS","WIII ILS 07R"
"26","WIII","CARLI2","NOKTA","07R","10","RW07R","AT 84","THR 34","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 34","AIP WIII"
"27","VVTS","T10","Runway: 25L","25L","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"27","VVTS","T10","Runway: 25L","25L","2","POPET","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","STAR entry","VVTS T10"
"27","VVTS","T10","Runway: 25L","25L","3","SAPEN","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","No published crossing","VVTS"
"27","VVTS","T10","Runway: 25L","25L","4","TSN","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","TSN VOR","VVTS"
"27","VVTS","T10","Runway: 25L","25L","5","DISC","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Discontinuity / radar","VVTS"
"27","VVTS","T10","Runway: 25L","25L","6","CI25L","AT 1750","AT 1750","(none)","(none)","Yes","Yes (both none)","ILS 25L intercept 1750","VVTS ILS 25L"
"27","VVTS","T10","Runway: 25L","25L","7","SGNB","AT 1750","AT 1750","(none)","(none)","Yes","Yes (both none)","Same intercept platform","VVTS ILS 25L"
"27","VVTS","T10","Runway: 25L","25L","8","RW25L","AT 82","THR 33","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 33","AIP VVTS"
"28","FACT","WY4C","Runway: 01","01","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"28","FACT","WY4C","Runway: 01","01","2","WYNB","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","WY NDB STAR entry","FACT WY STAR"
"28","FACT","WY4C","Runway: 01","01","3","CTV30","(none)","(none)","MAX 250","MAX 250","Yes (both none)","Yes","30 DME / 250 kt","FACT WY4C"
"28","FACT","WY4C","Runway: 01","01","4","D065H","(none)","(none)","MAX 210","MAX 210","Yes (both none)","Yes","Arc speed 210","FACT WY4C"
"28","FACT","WY4C","Runway: 01","01","5","VECTOR","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","Radar intercept","FACT"
"28","FACT","WY4C","Runway: 01","01","6","CI01","AT 2000","AT 2000","(none)","(none)","Yes","Yes (both none)","ILS 01 intercept 2000","FACT ILS 01"
"28","FACT","WY4C","Runway: 01","01","7","FI01","AT 1320","AT 1320","(none)","(none)","Yes","Yes (both none)","GS / FAF","FACT ILS 01"
"28","FACT","WY4C","Runway: 01","01","8","RW01","AT 194","THR 151","(none)","(none)","Yes (THR close)","Yes (both none)","AD elev 151","AIP FACT"
"29","HKJK","AVIT1P","TV","6","1","_START_","AT 20000","(none)","(none)","(none)","Extra in DB","Yes (both none)","No published restriction found at this fix",""
"29","HKJK","AVIT1P","TV","6","2","AVITU","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","AVITU STAR entry; then radar or TV hold","HKJK AVITU STAR"
"29","HKJK","AVIT1P","TV","6","3","TV","AT OR ABOVE 10000","AT OR ABOVE FL100","(none)","(none)","Yes","Yes (both none)","Leave TH/TV at FL100","Jepp HKJK AVITU 2P"
"29","HKJK","AVIT1P","TV","6","4","TV-11","(none)","(none)","(none)","(none)","Yes (both none)","Yes (both none)","TV 11 DME outbound","HKJK ILS 06 via TV"
"29","HKJK","AVIT1P","TV","6","5","CI06","AT 3200","AT 7500","(none)","(none)","No","Yes (both none)","Descend in hold, leave FL100, descend to 7500 then ILS 06. Field is 5330 - 3200 AMSL is below the airport","Jepp HKJK ILS 06 via TV"
